Unnamed: 0,Понедельник  2 мая,Вторник  3 мая,Среда  4 мая,Четверг  5 мая,Пятница  6 мая,Суббота  7 мая,Вторник,Среда,Четверг,Пятница,Понедельник
6 пара  16:40 — 18:10,Практическое занятие  Иностранный язык  Мухина Ю.М.  Аудитория 3415,,Практическое занятие  Теоретическая грамматика  Львова Н.И.  Аудитория 3406,Практическое занятие  Практикум по культуре речевого общения первого иностранного языка  Львова Н.И.  Аудитория 3415,Практическое занятие  Практикум по межкультурной коммуникации  Рулевская Е.С.  Аудитория 3307,,,,,,
7 пара  18:20 — 19:50,,,,Практическое занятие  Практикум по культуре речевого общения первого иностранного языка  Львова Н.И.  Аудитория 3415,Практическое занятие  Практикум по межкультурной коммуникации  Рулевская Е.С.  Аудитория 3307,,,,,,
1 пара  08:00 — 09:30,Лекция  Управление рисками  Моргунов В.М.  Аудитория 8407,,,Лекция  Страхование  Загурская С.Г.  Аудитория 3303,,,,,,,
2 пара  09:40 — 11:10,Практическое занятие  Управление рисками  Моргунов В.М.  Аудитория 8407,,Лекция  Аутсорсинг  Токарева М.В.  Аудитория 2321,Практическое занятие  Страхование  Загурская С.Г.  Аудитория 3303,,,,,,,
3 пара  11:20 — 12:50,Лекция  Операционный менеджмент  Бубнова Г.В.  Аудитория 8516,,Практическое занятие  Теория процессного управления  Игольников Б.В.  Аудитория 3212-1,Практическое занятие  Иностранный язык  Макар Л.В.  Аудитория 8409,,,,,,,
4 пара  13:20 — 14:50,Практическое занятие  Операционный менеджмент  Бубнова Г.В.  Аудитория 8409,,Практическое занятие  Аутсорсинг  Токарева М.В.  Аудитория 3308,,,,,,,,
5 пара  15:00 — 16:30,,Лекция  Теория процессного управления  Игольников Б.В.  Аудитория 8407,,,,,,,,,
6 пара  16:40 — 18:10,,Лекция  Эконометрика  Ефимов Г.Н.  Аудитория 3511,,,Практическое занятие  Иностранный язык  Мохнаткина Г.В.  Аудитория 3508,,,,,,
7 пара  18:20 — 19:50,,Практическое занятие  Эконометрика  Ефимов Г.Н.  Аудитория 3511,,,Практическое занятие  Иностранный язык  Мохнаткина Г.В.  Аудитория 3508,,,,,,
8 пара  20:00 — 21:30,,Практическое занятие  Эконометрика  Ефимов Г.Н.  Аудитория 3511,,,,,,,,,
5 пара  15:00 — 16:30,Лекция  Операционный менеджмент  Бубнова Г.В.  Аудитория 3506,,,Лекция  Планирование и контроль при управлении проектами  Разуваев А.Д.  Аудитория 8409,,,,,,,
6 пара  16:40 — 18:10,Практическое занятие  Операционный менеджмент  Бубнова Г.В.  Аудитория 3506,Практическое занятие  Иностранный язык  Макар Л.В.  Аудитория 2322,,Практическое занятие  Планирование и контроль при управлении проектами  Разуваев А.Д.  Аудитория 8409,,,,,,,
7 пара  18:20 — 19:50,Лекция  Экономика предприятий и организаций  Ледней А.Ю.  Аудитория 3506,Лекция  Управление персоналом проекта  Сафронова А.А.  Аудитория 3406,Практическое занятие  Ценообразование в строительстве  Оленина О.А.  Аудитория 3511,Лекция  Логистика  Демидов С.С.  Аудитория 8409,,,,,,,
8 пара  20:00 — 21:30,Практическое занятие  Экономика предприятий и организаций  Ледней А.Ю.  Аудитория 3506,Практическое занятие  Управление персоналом проекта  Сафронова А.А.  Аудитория 3406,Лекция  Ценообразование в строительстве  Оленина О.А.  Аудитория 3511,Практическое занятие  Логистика  Демидов С.С.  Аудитория 8409,,,,,,,
1 пара  08:00 — 09:30,,,"Лекция, Практическое занятие  Коммерческая деятельность в спорте  Щадилова И.С.  Аудитория 3407",Практическое занятие  Бизнес-планирование в физкультурно-спортивной деятельности  Миронов В.Д.  Аудитория 3509,,,,,,,
2 пара  09:40 — 11:10,Практическое занятие  Экономика физической культуры и спорта  Сибгатулина Ф.Р.  Аудитория 3310,,"Практическое занятие, Практическое занятие  Коммерческая деятельность в спорте  Щадилова И.С.  Аудитория 3407",Практическое занятие  Бизнес-планирование в физкультурно-спортивной деятельности  Миронов В.Д.  Аудитория 3408,,,,,,,
3 пара  11:20 — 12:50,Практическое занятие  Экономика физической культуры и спорта  Сибгатулина Ф.Р.  Аудитория 3310,,Практическое занятие  Коммерческая деятельность в спорте  Щадилова И.С.  Аудитория 3210,Практическое занятие  Бизнес-планирование в физкультурно-спортивной деятельности  Миронов В.Д.  Аудитория 3416,,,,,,,
4 пара  13:20 — 14:50,Практическое занятие  Экономика физической культуры и спорта  Сибгатулина Ф.Р.  Аудитория 3310,,Лекция  Бизнес-планирование в физкультурно-спортивной деятельности  Миронов В.Д.  Аудитория 4329,,,,,,,,
5 пара  15:00 — 16:30,Лекция  Экономика физической культуры и спорта  Сибгатулина Ф.Р.  Аудитория 3310,Лекция  Интернет- технологиии в менеджменте  Клименков А.Н.  Аудитория 2321,,,,,,,,,
6 пара  16:40 — 18:10,"Практическое занятие, Практическое занятие  Иностранный язык  Сидельникова Е.М.  Аудитория 3310",Практическое занятие  Интернет- технологиии в менеджменте  Клименков А.Н.  Аудитория 3210,,,,,,,,,
7 пара  18:20 — 19:50,,Практическое занятие  Интернет- технологиии в менеджменте  Клименков А.Н.  Аудитория 3210,,,,,,,,,
8 пара  20:00 — 21:30,,"Практическое занятие, Практическое занятие  Иностранный язык  Яшина Ю.В.  Аудитория 3412",,,,,,,,,
1 пара  08:00 — 09:30,,,,,Практическое занятие  Стратегический менеджмент в сфере гостеприимства и общественного питания  Изаак С.И.  Аудитория 7816,,,,,,
2 пара  09:40 — 11:10,,,,,Практическое занятие  Стратегический менеджмент в сфере гостеприимства и общественного питания  Изаак С.И.  Аудитория 7816,,,,,,
3 пара  11:20 — 12:50,Практическое занятие  Сервисная деятельность  Курачева М.Е.  Аудитория 4522,,,Практическое занятие  Инвестиционный анализ в сфере гостеприимства и общественного питания  Загурская С.Г.  Аудитория 4510,Практическое занятие  Бухгалтерский и финансовый учет в организациях сферы гостеприимства и общественного питания  Чунихина И.А.  Аудитория 7816,,,,,,
4 пара  13:20 — 14:50,"Практическое занятие  Дополнительные и сопутствующие услуги, предоставляемые гостинично-ресторанным предприятием  Курачева М.Е.  Аудитория 4522",Практическое занятие  Иностранный язык  Гализина Е.Г.  Аудитория 7813,,Практическое занятие  Инвестиционный анализ в сфере гостеприимства и общественного питания  Загурская С.Г.  Аудитория 3501,Лекция  Бухгалтерский и финансовый учет в организациях сферы гостеприимства и общественного питания  Чунихина И.А.  Аудитория 7814  ЭБМ-315 ЭГД-311,,,,,,
5 пара  15:00 — 16:30,Лекция  Сервисная деятельность  Курачева М.Е.  Аудитория 4522,Практическое занятие  Иностранный язык второй  Гализина Е.Г. Федоткина Е.В.  Аудитория 3301 Аудитория 3605,,"Практическое занятие, Практическое занятие  Иностранный язык  Гализина Е.Г.  Аудитория 3307",,,,,,,
6 пара  16:40 — 18:10,Лекция  Инвестиционный анализ в сфере гостеприимства и общественного питания  Загурская С.Г.  Аудитория 3310  ЭБМ-315 ЭГД-311,,,"Практическое занятие, Практическое занятие  Иностранный язык второй  Сосфенова И.А. Чучупалова И.П.  Аудитория 2324 Аудитория 3307",,,,,,,
7 пара  18:20 — 19:50,"Практическое занятие  Стандартизация, сертификация и контроль качества услуг в сфере гостеприимства и общественного пит...  Сотников В.Н.  Аудитория 3310",,,,,,,,,,
4 пара  13:20 — 14:50,,"Лекция, Лекция  Основные фонды железнодорожного транспорта  Завьялова Н.Ф.  Аудитория 3402",,,"Практическое занятие, Практическое занятие  Транспортное обеспечение внешнеэкономической деятельности  Третьяк В.П.  Аудитория 3506",,,,,,
5 пара  15:00 — 16:30,"Практическое занятие, Практическое занятие  Иностранный язык  Дронова Н.А.  Аудитория 2404",Лекция  Таможенное регулирование  Щелкунова И.В.  Аудитория 1518  ЭБП-311 ЭБЭ-341,"Лекция, Лекция  Транспортный маркетинг  Смирнова Ж.В.  Аудитория 2201",,"Лекция, Лекция  Транспортное обеспечение внешнеэкономической деятельности  Третьяк В.П.  Аудитория 3509  ЭБП-311 ЭБЭ-341",,,,,,
6 пара  16:40 — 18:10,"Практическое занятие, Практическое занятие  Основные фонды железнодорожного транспорта  Завьялова Н.Ф.  Аудитория 3416","Практическое занятие, Практическое занятие  Таможенное регулирование  Щелкунова И.В.  Аудитория 1519","Практическое занятие, Практическое занятие  Транспортный маркетинг  Смирнова Ж.В.  Аудитория 3205",,"Практическое занятие, Практическое занятие  Управление затратами и себестоимостью  Дунаев М.В.  Аудитория 3605",,,,,,
7 пара  18:20 — 19:50,"Лекция, Лекция  Управление затратами и себестоимостью  Подсорин В.А.  Аудитория 3403  ЭБК-311 ЭБП-311 ЭБЭ-321","Практическое занятие, Практическое занятие  Иностранный язык  Гасанова Ф.Р.  Аудитория 8409","Лекция, Лекция  Экономика железнодорожного транспорта  Овсянникова Е.Н.  Аудитория 3205  ЭБК-311 ЭБП-311",,"Практическое занятие, Практическое занятие  Управление затратами и себестоимостью  Дунаев М.В.  Аудитория 3605",,,,,,
8 пара  20:00 — 21:30,,,"Практическое занятие, Практическое занятие  Экономика железнодорожного транспорта  Овсянникова Е.Н.  Аудитория 3205",,,,,,,,
4 пара  13:20 — 14:50,,,,,Лекция  Налоги и налогообложение  Ледней А.Ю.  Аудитория 3510,,,,,,
5 пара  15:00 — 16:30,Практическое занятие  Основы управления проектами  Белозерова Е.И.  Аудитория 3510,Практическое занятие  Иностранный язык  Мохнаткина Г.В.  Аудитория 7813,,,Практическое занятие  Налоги и налогообложение  Ледней А.Ю.  Аудитория 3510,,,,,,
6 пара  16:40 — 18:10,Лекция  Ценообразование и сметное дело в строительстве  Оленина О.А.  Аудитория 3510,Лекция  Основы управления проектами  Герасимов М.М.  Аудитория 3510,Практическое занятие  Иностранный язык  Мохнаткина Г.В.  Аудитория 3510,,Лекция  Экономика отрасли (строительство)  Разуваев А.Д.  Аудитория 3510,,,,,,
7 пара  18:20 — 19:50,Практическое занятие  Ценообразование и сметное дело в строительстве  Оленина О.А.  Аудитория 3216,Лекция  Экономика природоохранных мероприятий  Попова К.О.  Аудитория 3510,Лекция  Логистика  Демидов С.С.  Аудитория 3510,,Практическое занятие  Экономика отрасли (строительство)  Разуваев А.Д.  Аудитория 3510,,,,,,
8 пара  20:00 — 21:30,Практическое занятие  Ценообразование и сметное дело в строительстве  Оленина О.А.  Аудитория 3216,Практическое занятие  Экономика природоохранных мероприятий  Попова К.О.  Аудитория 3510,Практическое занятие  Логистика  Демидов С.С.  Аудитория 3510,,,,,,,,
2 пара  09:40 — 11:10,,,,,Практическое занятие  Иностранный язык  Волков Ю.А. Макар Л.В.  Аудитория 1541 Аудитория 3315,,,,,,
3 пара  11:20 — 12:50,,,,,Лекция  Контроль и ревизия  Миронова Е.Н.  Аудитория 3504,,,,,,
4 пара  13:20 — 14:50,Лекция  Аудит  Кузьминова Т.Н.  Аудитория 3315,Практическое занятие  Иностранный язык  Гусева Р.Г.  Аудитория 3304,,,Практическое занятие  Контроль и ревизия  Миронова Е.Н.  Аудитория 3501,,,,,,
5 пара  15:00 — 16:30,Лекция  Бухгалтерское дело  Авилова Н.Д.  Аудитория 3511,Лекция  Комплексный экономический анализ финансовой деятельности  Матвиевская Т.Б.  Аудитория 3304,Практическое занятие  Финансовый учет  Аристова Д.А.  Аудитория 3504,,Практическое занятие  Аудит  Миронова Е.Н.  Аудитория 3501,,,,,,
6 пара  16:40 — 18:10,Практическое занятие  Бухгалтерское дело  Авилова Н.Д.  Аудитория 3511,Практическое занятие  Комплексный экономический анализ финансовой деятельности  Матвиевская Т.Б.  Аудитория 3304,Лекция  Финансовый учет  Аристова Д.А.  Аудитория 3504,,Практическое занятие  Практикум по налогообложению  Калачев М.А.  Аудитория 3501,,,,,,
7 пара  18:20 — 19:50,,,Практическое занятие  Практикум по бухгалтерскому учету  Гаврилюк Т.М.  Аудитория 3311,,,,,,,,
2 пара  09:40 — 11:10,,,,,"Практическое занятие, Практическое занятие  Иностранный язык  Душина И.В.  Аудитория 2406",,,,,,
3 пара  11:20 — 12:50,,,"Практическое занятие, Практическое занятие  Иностранный язык  Щербак С.Ф.  Аудитория 2406",,"Практическое занятие, Практическое занятие  Управление затратами и себестоимостью  Дунаев М.В.  Аудитория 3213",,,,,,
4 пара  13:20 — 14:50,,,"Практическое занятие, Практическое занятие  Экономика природоохранных мероприятий  Аудитория 3412",,"Практическое занятие, Практическое занятие  Экономика и управление бизнесом  Яшина А.С.  Аудитория 3509",,,,,,
5 пара  15:00 — 16:30,"Лекция, Лекция  Экономика недвижимости  Яшина А.С.  Аудитория 3205",,"Лекция, Лекция  Экономика природоохранных мероприятий  Аудитория 3412",,"Лекция, Лекция  Экономика и управление бизнесом  Яшина А.С.  Аудитория 3210",,,,,,
6 пара  16:40 — 18:10,"Практическое занятие, Практическое занятие  Экономика недвижимости  Яшина А.С.  Аудитория 3205","Лекция, Лекция  Экономика и управление на транспорте  Подсорин В.А.  Аудитория 3402  ЭБЭ-321 ЭБЭ-341","Практическое занятие, Практическое занятие  Экономика и управление на транспорте  Кожевникова А.Н.  Аудитория 3307",,,,,,,,
7 пара  18:20 — 19:50,"Лекция, Лекция  Управление затратами и себестоимостью  Подсорин В.А.  Аудитория 3403  ЭБК-311 ЭБП-311 ЭБЭ-321","Лекция, Лекция  Планирование на предприятии  Рахимянова И.А.  Аудитория 3407",,,,,,,,,
8 пара  20:00 — 21:30,,"Практическое занятие, Практическое занятие  Планирование на предприятии  Рахимянова И.А.  Аудитория 3407",,,,,,,,,
1 пара  08:00 — 09:30,,,,,Практическое занятие  Русский язык как иностранный  Родина О.В.,,,,,,
2 пара  09:40 — 11:10,,,,,Практическое занятие  Русский язык как иностранный,,,,,,
3 пара  11:20 — 12:50,Лекция  Макроэкономическое планирование и прогнозирование  Межох З.П.  Аудитория 3205  ЭБЭ-331 ЭБЭ-352,,,,,,,,,,
4 пара  13:20 — 14:50,Лекция  Рынок ценных бумаг и биржевое дело  Бессонова Д.С.  Аудитория 3303  ЭБЭ-331 ЭБЭ-352,Лекция  Налоги и налогообложение  Петрова Л.В.  Аудитория 3314,,,Практическое занятие  Иностранный язык  Душина И.В. Макар Л.В.  Аудитория 3206 Аудитория 3416,,,,,,
5 пара  15:00 — 16:30,Практическое занятие  Макроэкономическое планирование и прогнозирование  Зудилина В.А.  Аудитория 3206,Практическое занятие  Налоги и налогообложение  Петрова Л.В.  Аудитория 3506,,,Лабораторная работа  Информационные технологии в финансовой деятельности  Акимова И.П.  Аудитория 3110,,,,,,
6 пара  16:40 — 18:10,Лабораторная работа  Инвестиции  Абызова Е.В.  Аудитория 3110,Лекция  Банковские системы развитых стран  Дедова И.Н.  Аудитория 3412,,Лекция  Инвестиции  Абызова Е.В.  Аудитория 3510,Лекция  Информационные технологии в финансовой деятельности  Бобырь А.Б.  Аудитория 3507  ЭБЭ-331 ЭБЭ-352,,,,,,
7 пара  18:20 — 19:50,,Практическое занятие  Банковские системы развитых стран  Дедова И.Н.  Аудитория 3412,,Практическое занятие  Краткосрочная и долгосрочная финансовая политика  Абызова Е.В.  Аудитория 3510,,,,,,,
8 пара  20:00 — 21:30,,,,Лекция  Краткосрочная и долгосрочная финансовая политика  Абызова Е.В.  Аудитория 3510,,,,,,,
2 пара  09:40 — 11:10,,,,"Практическое занятие, Практическое занятие  Международные стандарты финансовой отчетности  Матвеева И.Г.  Аудитория 3504",,,,,,,
3 пара  11:20 — 12:50,,,,"Лекция, Лекция  Международный бизнес  Аникеева-Науменко Л.О.  Аудитория 3308","Лекция, Лекция  Русский язык как иностранный  Родикова О.В.  Аудитория 3401",,,,,,
4 пара  13:20 — 14:50,,Лекция  Глобальная логистика  Карпычева М.В.  Аудитория 3310,,,"Лабораторная работа, Лабораторная работа  Русский язык как иностранный  Родикова О.В.  Аудитория 3401",,,,,,
5 пара  15:00 — 16:30,,Лекция  Таможенное регулирование  Щелкунова И.В.  Аудитория 1518  ЭБП-311 ЭБЭ-341,,,"Лекция, Лекция  Транспортное обеспечение внешнеэкономической деятельности  Третьяк В.П.  Аудитория 3509  ЭБП-311 ЭБЭ-341",,,,,,
6 пара  16:40 — 18:10,,"Лекция, Лекция  Экономика и управление на транспорте  Подсорин В.А.  Аудитория 3402  ЭБЭ-321 ЭБЭ-341","Лекция, Лекция  Международные экономические отношения глобальной экономики  Королькова Н.В.  Аудитория 3301",,"Практическое занятие, Практическое занятие  Транспортное обеспечение внешнеэкономической деятельности  Третьяк В.П.  Аудитория 3509",,,,,,
7 пара  18:20 — 19:50,,Практическое занятие  Таможенное регулирование  Щелкунова И.В.  Аудитория 1519,"Практическое занятие, Практическое занятие  Международные экономические отношения глобальной экономики  Королькова Н.В.  Аудитория 3301",,,,,,,,
8 пара  20:00 — 21:30,,"Практическое занятие, Практическое занятие  Экономика и управление на транспорте  Кожевникова А.Н.  Аудитория 3308",,,,,,,,,
1 пара  08:00 — 09:30,,Практическое занятие  Макроэкономическое планирование и прогнозирование  Зудилина В.А.  Аудитория 3416,,,,,,,,,
2 пара  09:40 — 11:10,,Практическое занятие  Теория и методология анализа рисков  Зудилина В.А.  Аудитория 3416,Лабораторная работа  Информационные технологии в финансовой деятельности  Акимова И.П.  Аудитория 3110,,,,,,,,
3 пара  11:20 — 12:50,Лекция  Макроэкономическое планирование и прогнозирование  Межох З.П.  Аудитория 3205  ЭБЭ-331 ЭБЭ-352,Практическое занятие  Экономическая безопасность  Коришева О.В.  Аудитория 3205,Практическое занятие  Бизнес-курс (компьютерная игра)  Орлов А.А.  Аудитория 3302,,Практическое занятие  Русский язык как иностранный  Родикова О.В.,,,,,,
4 пара  13:20 — 14:50,Лекция  Рынок ценных бумаг и биржевое дело  Бессонова Д.С.  Аудитория 3303  ЭБЭ-331 ЭБЭ-352,Лекция  Теория и методология анализа рисков  Коришева О.В.  Аудитория 3315,,,Практическое занятие  Русский язык как иностранный  Родикова О.В.,,,,,,
5 пара  15:00 — 16:30,Лабораторная работа  Инвестиции  Абызова Е.В.  Аудитория 3110,,,Практическое занятие  Иностранный язык  Щербак С.Ф.  Аудитория 2324,Лекция  Инвестиции  Абызова Е.В.  Аудитория 3507,,,,,,
6 пара  16:40 — 18:10,Практическое занятие  Экономическая безопасность  Коришева О.В.  Аудитория 3408,,,Практическое занятие  Иностранный язык  Щербак С.Ф.  Аудитория 3314,Лекция  Информационные технологии в финансовой деятельности  Бобырь А.Б.  Аудитория 3507  ЭБЭ-331 ЭБЭ-352,,,,,,
7 пара  18:20 — 19:50,Лабораторная работа  Рынок ценных бумаг и биржевое дело  Бессонова Д.С.  Аудитория 3408,,,,,,,,,,
1 пара  08:00 — 09:30,,Лекция  Экономика железнодорожного транспорта  Овсянникова Е.Н.  Аудитория 3310,,,,,,,,,
2 пара  09:40 — 11:10,,Практическое занятие  Экономика железнодорожного транспорта  Овсянникова Е.Н.  Аудитория 3310,,,,,,,,,
3 пара  11:20 — 12:50,Практическое занятие  Иностранный язык  Штурба Я.Ю.  Аудитория 7429,Лекция  Экономика железнодорожного транспорта  Овсянникова Е.Н.  Аудитория 3310,,,,,,,,,
4 пара  13:20 — 14:50,Практическое занятие  Иностранный язык  Штурба Я.Ю.  Аудитория 7429,,,,Лекция  Экономика социально-трудовых отношений  Фионова К.В.  Аудитория 3213,,,,,,
5 пара  15:00 — 16:30,Лекция  Основы рынка труда  Вешкурова А.Б.  Аудитория 3315,,,Практическое занятие  Иностранный язык  Дронова Н.А.  Аудитория 2406,Практическое занятие  Экономика социально-трудовых отношений  Фионова К.В.  Аудитория 3506,,,,,,
6 пара  16:40 — 18:10,Практическое занятие  Основы рынка труда  Вешкурова А.Б.  Аудитория 3303,,,Лекция  Основы организации труда  Воробьева В.Г.  Аудитория 7816,Практическое занятие  Экономика социально-трудовых отношений  Фионова К.В.  Аудитория 3506,,,,,,
7 пара  18:20 — 19:50,Лекция  Статистика труда  Вешкурова А.Б.  Аудитория 3412,,Лекция  Планирование на предприятии  Рахимянова И.А.  Аудитория 3307,Практическое занятие  Основы организации труда  Воробьева В.Г.  Аудитория 7816,,,,,,,
8 пара  20:00 — 21:30,Практическое занятие  Статистика труда  Вешкурова А.Б.  Аудитория 3412,,Практическое занятие  Планирование на предприятии  Рахимянова И.А.  Аудитория 3307,,,,,,,,
2 пара  09:40 — 11:10,,,,,Практическое занятие  Практикум по бухгалтерскому учету  Алферова А.А.  Аудитория 3511,,,,,,
3 пара  11:20 — 12:50,,,,,Практическое занятие  Практикум по бухгалтерскому учету  Алферова А.А.  Аудитория 3511,,,,,,
4 пара  13:20 — 14:50,,,,Практическое занятие  Управленческий учет и внутрифирменная отчетность (F 2)  Семина И.В.  Аудитория 3504,Лекция  Бухгалтерская финансовая отчетность  Алферова А.А.  Аудитория 3504,,,,,,
5 пара  15:00 — 16:30,,,Практическое занятие  Международные финансовые рынки  Лаптева И.Л.  Аудитория 3508,Лекция  Управленческий учет и внутрифирменная отчетность (F 2)  Семина И.В.  Аудитория 3504,Практическое занятие  Бухгалтерская финансовая отчетность  Алферова А.А.  Аудитория 3504,,,,,,
6 пара  16:40 — 18:10,Лекция  Налоги и налогообложение (F6)  Макеева Е.З.  Аудитория 3504,,Лекция  Международные финансовые рынки  Лаптева И.Л.  Аудитория 3508,Лекция  Управленческий учет и внутрифирменная отчетность (F 2)  Семина И.В.  Аудитория 3504,Практическое занятие  Бухгалтерская финансовая отчетность  Алферова А.А.  Аудитория 3511,,,,,,
7 пара  18:20 — 19:50,Практическое занятие  Налоги и налогообложение (F6)  Коккозова З.М.  Аудитория 3504,,Лекция  Корпоративное право (F 4)  Борисова С.В.  Аудитория 3508,Практическое занятие  Иностранный язык  Климашева О.В. Кузнецова Л.В.  Аудитория 3304 Аудитория 3315,,,,,,,
8 пара  20:00 — 21:30,,,Практическое занятие  Корпоративное право (F 4)  Борисова С.В.  Аудитория 3508,,,,,,,,
7 пара  18:20 — 19:50,Практическое занятие (Вебинар)  Иностранный язык  Матвеева Н.В.,Лекция (Вебинар)  Планирование на предприятии  Рахимянова И.А.,Лекция (Вебинар)  Экономика и управление на транспорте  Мусловец А.А.,Лекция (Вебинар)  Элективные курсы по физической культуре и спорту,,,,,,,
8 пара  20:00 — 21:30,Лекция (Вебинар)  Экономика и управление бизнесом  Яшина А.С.,Лекция (Вебинар)  Управление затратами и себестоимостью  Колядин Д.Г.,Лекция (Вебинар)  Мировая экономика и международные экономические отношения  Аникеева-Науменко Л.О.,Лекция (Вебинар)  Экономика недвижимости  Яшина А.С.,Лекция (Вебинар)  Экономика природопользования  Королькова Н.В.,,,,,,
1 пара  08:00 — 09:30,,,,,Практическое занятие  Бухгалтерский и финансовый учет в организациях сферы гостеприимства и общественного питания  Чунихина И.А.  Аудитория 7814,,,,,,
2 пара  09:40 — 11:10,,,,,Практическое занятие  Бухгалтерский и финансовый учет в организациях сферы гостеприимства и общественного питания  Чунихина И.А.  Аудитория 7814,,,,,,
3 пара  11:20 — 12:50,,,,,Практическое занятие  Стратегический менеджмент в сфере гостеприимства и общественного питания  Изаак С.И.  Аудитория 7814,,,,,,
4 пара  13:20 — 14:50,,,,,Лекция  Бухгалтерский и финансовый учет в организациях сферы гостеприимства и общественного питания  Чунихина И.А.  Аудитория 7814  ЭБМ-315 ЭГД-311,,,,,,
5 пара  15:00 — 16:30,"Практическое занятие  Стандартизация, сертификация и контроль качества услуг в сфере гостеприимства и общественного пит...  Сотников В.Н.  Аудитория 7813","Практическое занятие  Дополнительные и сопутствующие услуги, предоставляемые гостинично-ресторанными предприятиями  Курачева М.Е.  Аудитория 7814",,,,,,,,,
6 пара  16:40 — 18:10,Лекция  Инвестиционный анализ в сфере гостеприимства и общественного питания  Загурская С.Г.  Аудитория 3310  ЭБМ-315 ЭГД-311,Практическое занятие  Иностранный язык второй  Чучупалова И.П.  Аудитория 7814,,Практическое занятие  Иностранный язык  Лямина И.М.  Аудитория 2324 Аудитория 3307,,,,,,,
7 пара  18:20 — 19:50,Практическое занятие  Инвестиционный анализ в сфере гостеприимства и общественного питания  Загурская С.Г.  Аудитория 3301,Практическое занятие  Иностранный язык второй  Чучупалова И.П.  Аудитория 7814,,Практическое занятие  PR в предпринимательской деятельности  Новожилов А.М.  Аудитория 2324,,,,,,,
8 пара  20:00 — 21:30,Практическое занятие  Инвестиционный анализ в сфере гостеприимства и общественного питания  Загурская С.Г.  Аудитория 3301,,,,,,,,,,
2 пара  09:40 — 11:10,,Практическое занятие  Государственная и муниципальная служба  Быков М.Ю.  Аудитория 8409,Лекция  Инновационный менеджмент  Гудкова Н.Н.  Аудитория 3506  ЭГУ-311 ЭГУ-312,,,,,,,,
3 пара  11:20 — 12:50,,Практическое занятие  Государственная и муниципальная служба  Быков М.Ю.  Аудитория 8409,Практическое занятие  Инновационный менеджмент  Гудкова Н.Н.  Аудитория 8409,,,,,,,,
4 пара  13:20 — 14:50,,Лекция  Государственная и муниципальная служба  Быков М.Ю.  Аудитория 3416  ЭГУ-311 ЭГУ-312,Лекция  Муниципальное управление и экономика города  Макаров О.Н.  Аудитория 2324  ЭГУ-311 ЭГУ-312,,Лекция  Социология управления  Матвеева Н.Ю.  Аудитория 3303  ЭГУ-311 ЭГУ-312,,,,,,
5 пара  15:00 — 16:30,,,Практическое занятие  Муниципальное управление и экономика города  Макаров О.Н.  Аудитория 3303,Практическое занятие  Иностранный язык  Сидельникова Е.М.  Аудитория 3605,Практическое занятие  Социология управления  Матвеева Н.Ю.  Аудитория 2405,,,,,,
6 пара  16:40 — 18:10,,,Практическое занятие  Иностранный язык  Кашевская А.М.  Аудитория 4516,Практическое занятие  Организация труда государственных служащих  Репкина О.Б.  Аудитория 3501,Лекция  Организация труда государственных служащих  Репкина О.Б.  Аудитория 3303  ЭГУ-311 ЭГУ-312,,,,,,
7 пара  18:20 — 19:50,,,,Лекция  Организация труда государственных служащих  Репкина О.Б.  Аудитория 3301  ЭГУ-311 ЭГУ-312,Практическое занятие  Организация труда государственных служащих  Репкина О.Б.  Аудитория 3303,,,,,,
1 пара  08:00 — 09:30,,,Практическое занятие  Инновационный менеджмент  Гудкова Н.Н.  Аудитория 3506,,,,,,,,
2 пара  09:40 — 11:10,,,Лекция  Инновационный менеджмент  Гудкова Н.Н.  Аудитория 3506  ЭГУ-311 ЭГУ-312,,Практическое занятие  Социология управления  Матвеева Н.Ю.  Аудитория 4210,,,,,,
3 пара  11:20 — 12:50,,,Практическое занятие  Муниципальное управление и экономика города  Макаров О.Н.  Аудитория 3511,,Практическое занятие  Социология управления  Матвеева Н.Ю.  Аудитория 3303,,,,,,
4 пара  13:20 — 14:50,,Лекция  Государственная и муниципальная служба  Быков М.Ю.  Аудитория 3416  ЭГУ-311 ЭГУ-312,Лекция  Муниципальное управление и экономика города  Макаров О.Н.  Аудитория 2324  ЭГУ-311 ЭГУ-312,,Лекция  Социология управления  Матвеева Н.Ю.  Аудитория 3303  ЭГУ-311 ЭГУ-312,,,,,,
5 пара  15:00 — 16:30,,Практическое занятие  Государственная и муниципальная служба  Быков М.Ю.  Аудитория 2322,,Практическое занятие  Организация труда государственных служащих  Репкина О.Б.  Аудитория 3501,Практическое занятие  Организация труда государственных служащих  Репкина О.Б.  Аудитория 3303,,,,,,
6 пара  16:40 — 18:10,,Практическое занятие  Иностранный язык  Мохнаткина Г.В.  Аудитория 3416,,Практическое занятие  Иностранный язык  Сидельникова Е.М.  Аудитория 3605,Лекция  Организация труда государственных служащих  Репкина О.Б.  Аудитория 3303  ЭГУ-311 ЭГУ-312,,,,,,
7 пара  18:20 — 19:50,,,,Лекция  Организация труда государственных служащих  Репкина О.Б.  Аудитория 3301  ЭГУ-311 ЭГУ-312,,,,,,,
7 пара  18:20 — 19:50,Лекция (Вебинар)  Экономика предприятия  Подсорин В.А.,Лекция (Вебинар)  Налоговая система  Кожевникова А.Н.,Практическое занятие (Вебинар)  Иностранный язык  Матвеева Н.В.,,,,,,,,
